filepath,width,height,bboxes
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006026.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 532, 'x2': 1060, 'y1': 127, 'y2': 616}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004208.jpg,1600,1200,"[{'class': 'SUV', 'x1': 778, 'x2': 1390, 'y1': 231, 'y2': 883}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009433.jpg,1600,1200,"[{'class': 'Truck', 'x1': 536, 'x2': 1441, 'y1': 1, 'y2': 704}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007304.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 498, 'x2': 1017, 'y1': 223, 'y2': 720}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005055.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 648, 'x2': 1175, 'y1': 119, 'y2': 616}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001133.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 403, 'x2': 830, 'y1': 366, 'y2': 907}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005809.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1015, 'x2': 1550, 'y1': 260, 'y2': 773}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001539.jpg,1920,1080,"[{'class': 'SUV', 'x1': 604, 'x2': 1072, 'y1': 297, 'y2': 946}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006592.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 776, 'x2': 1343, 'y1': 207, 'y2': 742}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009363.jpg,1600,1200,"[{'class': 'Truck', 'x1': 604, 'x2': 1559, 'y1': 1, 'y2': 862}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007609.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 666, 'x2': 1216, 'y1': 295, 'y2': 843}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004940.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 679, 'x2': 1211, 'y1': 159, 'y2': 678}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006646.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 603, 'x2': 1127, 'y1': 156, 'y2': 648}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005260.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 569, 'x2': 1067, 'y1': 209, 'y2': 704}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001164.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 451, 'x2': 821, 'y1': 216, 'y2': 641}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002591.jpg,1600,1200,"[{'class': 'Bus', 'x1': 717, 'x2': 1600, 'y1': 75, 'y2': 987}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005149.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 871, 'x2': 1481, 'y1': 332, 'y2': 962}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008020.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 810, 'x2': 1405, 'y1': 297, 'y2': 864}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007520.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 631, 'x2': 1142, 'y1': 172, 'y2': 651}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007011.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 610, 'x2': 1270, 'y1': 324, 'y2': 946}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003425.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 704, 'x2': 1534, 'y1': 71, 'y2': 901}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009049.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 631, 'x2': 1207, 'y1': 334, 'y2': 883}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008493.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 845, 'x2': 1405, 'y1': 185, 'y2': 792}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004976.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 983, 'x2': 1565, 'y1': 348, 'y2': 933}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007850.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 674, 'x2': 1188, 'y1': 138, 'y2': 635}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004668.jpg,1600,1200,"[{'class': 'SUV', 'x1': 1006, 'x2': 1600, 'y1': 133, 'y2': 879}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002207.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 387, 'x2': 805, 'y1': 405, 'y2': 916}, {'class': 'Sedan', 'x1': 1100, 'x2': 1419, 'y1': 128, 'y2': 484}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007788.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 746, 'x2': 1306, 'y1': 233, 'y2': 747}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009361.jpg,1600,1200,"[{'class': 'Truck', 'x1': 797, 'x2': 1545, 'y1': 1, 'y2': 553}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008542.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 681, 'x2': 1270, 'y1': 380, 'y2': 960}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001047.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 976, 'x2': 1287, 'y1': 104, 'y2': 451}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002885.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 885, 'x2': 1600, 'y1': 283, 'y2': 1180}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002856.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 706, 'x2': 1321, 'y1': 1, 'y2': 695}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005053.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 482, 'x2': 1039, 'y1': 231, 'y2': 763}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004109.jpg,1600,1200,"[{'class': 'SUV', 'x1': 981, 'x2': 1584, 'y1': 114, 'y2': 829}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007683.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1084, 'x2': 1600, 'y1': 279, 'y2': 813}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007598.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 853, 'x2': 1446, 'y1': 350, 'y2': 914}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004215.jpg,1600,1200,"[{'class': 'SUV', 'x1': 881, 'x2': 1515, 'y1': 116, 'y2': 848}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003025.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 675, 'x2': 1167, 'y1': 102, 'y2': 715}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007402.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 638, 'x2': 1185, 'y1': 180, 'y2': 694}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006607.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 924, 'x2': 1464, 'y1': 279, 'y2': 787}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002737.jpg,1600,1200,"[{'class': 'Bus', 'x1': 426, 'x2': 1368, 'y1': 36, 'y2': 688}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000305.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 508, 'x2': 845, 'y1': 69, 'y2': 555}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007526.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 894, 'x2': 1427, 'y1': 257, 'y2': 765}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009421.jpg,1600,1200,"[{'class': 'Truck', 'x1': 670, 'x2': 1600, 'y1': 1, 'y2': 807}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005220.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 618, 'x2': 1142, 'y1': 172, 'y2': 670}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003479.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 838, 'x2': 1393, 'y1': 1, 'y2': 548}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004054.jpg,1600,1200,"[{'class': 'SUV', 'x1': 502, 'x2': 1057, 'y1': 97, 'y2': 715}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008024.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 646, 'x2': 1226, 'y1': 350, 'y2': 938}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009159.jpg,1600,1200,"[{'class': 'Truck', 'x1': 706, 'x2': 1600, 'y1': 1, 'y2': 996}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000512.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 771, 'x2': 1092, 'y1': 3, 'y2': 316}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004578.jpg,1600,1200,"[{'class': 'SUV', 'x1': 526, 'x2': 1129, 'y1': 39, 'y2': 691}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002326.jpg,1600,1200,"[{'class': 'Bus', 'x1': 251, 'x2': 1145, 'y1': 1, 'y2': 694}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006278.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 189, 'x2': 724, 'y1': 255, 'y2': 760}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000548.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 393, 'x2': 785, 'y1': 221, 'y2': 843}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003547.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 793, 'x2': 1484, 'y1': 46, 'y2': 709}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001281.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 461, 'x2': 844, 'y1': 192, 'y2': 643}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001529.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 675, 'x2': 1086, 'y1': 377, 'y2': 887}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002791.jpg,1600,1200,"[{'class': 'Bus', 'x1': 332, 'x2': 1300, 'y1': 4, 'y2': 776}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005179.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 625, 'x2': 1203, 'y1': 369, 'y2': 952}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000306.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 391, 'x2': 791, 'y1': 266, 'y2': 887}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000844.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 492, 'x2': 897, 'y1': 507, 'y2': 1074}, {'class': 'SUV', 'x1': 27, 'x2': 417, 'y1': 51, 'y2': 485}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004970.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 963, 'x2': 1533, 'y1': 334, 'y2': 901}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008322.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 817, 'x2': 1354, 'y1': 279, 'y2': 792}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008089.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 843, 'x2': 1431, 'y1': 241, 'y2': 835}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000511.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 402, 'x2': 820, 'y1': 262, 'y2': 858}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002820.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 729, 'x2': 1457, 'y1': 197, 'y2': 1102}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003739.jpg,1600,1200,"[{'class': 'SUV', 'x1': 949, 'x2': 1537, 'y1': 8, 'y2': 623}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000865.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 524, 'x2': 828, 'y1': 23, 'y2': 352}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008410.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 301, 'x2': 838, 'y1': 260, 'y2': 776}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000433.jpg,1920,1080,"[{'class': 'SUV', 'x1': 1022, 'x2': 1326, 'y1': 9, 'y2': 330}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007955.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 853, 'x2': 1420, 'y1': 334, 'y2': 885}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003499.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 759, 'x2': 1538, 'y1': 1, 'y2': 628}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008868.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 528, 'x2': 1080, 'y1': 204, 'y2': 731}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000772.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 429, 'x2': 855, 'y1': 66, 'y2': 724}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007765.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 659, 'x2': 1168, 'y1': 148, 'y2': 614}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007965.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 920, 'x2': 1550, 'y1': 454, 'y2': 1074}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006901.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 681, 'x2': 1248, 'y1': 302, 'y2': 901}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009193.jpg,1600,1200,"[{'class': 'Truck', 'x1': 779, 'x2': 1600, 'y1': 1, 'y2': 1004}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005040.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 922, 'x2': 1520, 'y1': 316, 'y2': 917}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009177.jpg,1600,1200,"[{'class': 'Truck', 'x1': 831, 'x2': 1595, 'y1': 1, 'y2': 651}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004848.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 642, 'x2': 1261, 'y1': 199, 'y2': 909}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008181.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 991, 'x2': 1600, 'y1': 260, 'y2': 872}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005648.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 694, 'x2': 1237, 'y1': 159, 'y2': 720}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006483.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 970, 'x2': 1561, 'y1': 356, 'y2': 944}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002356.jpg,1600,1200,"[{'class': 'Bus', 'x1': 381, 'x2': 1289, 'y1': 12, 'y2': 784}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006139.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 614, 'x2': 1149, 'y1': 124, 'y2': 587}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003096.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 829, 'x2': 1520, 'y1': 133, 'y2': 982}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003070.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 765, 'x2': 1325, 'y1': 91, 'y2': 784}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002122.jpg,1920,1080,"[{'class': 'Bus', 'x1': 986, 'x2': 1609, 'y1': 5, 'y2': 874}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006661.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 528, 'x2': 1062, 'y1': 185, 'y2': 683}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002866.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 990, 'x2': 1531, 'y1': 122, 'y2': 815}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003302.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 761, 'x2': 1348, 'y1': 1, 'y2': 584}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000982.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 954, 'x2': 1264, 'y1': 297, 'y2': 684}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005719.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 534, 'x2': 1213, 'y1': 372, 'y2': 1048}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001429.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 406, 'x2': 796, 'y1': 419, 'y2': 913}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003595.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 799, 'x2': 1429, 'y1': 1, 'y2': 628}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000337.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 143, 'x2': 630, 'y1': 361, 'y2': 920}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000734.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 511, 'x2': 890, 'y1': 357, 'y2': 845}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005461.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 620, 'x2': 1119, 'y1': 156, 'y2': 648}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008104.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 586, 'x2': 1084, 'y1': 161, 'y2': 638}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000308.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 380, 'x2': 831, 'y1': 407, 'y2': 944}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000778.jpg,1920,1080,"[{'class': 'SUV', 'x1': 385, 'x2': 780, 'y1': 176, 'y2': 684}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003166.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 704, 'x2': 1373, 'y1': 74, 'y2': 910}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002341.jpg,1600,1200,"[{'class': 'Bus', 'x1': 527, 'x2': 1392, 'y1': 36, 'y2': 739}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008449.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 597, 'x2': 1073, 'y1': 52, 'y2': 483}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001428.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 531, 'x2': 842, 'y1': 124, 'y2': 460}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008969.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 543, 'x2': 1041, 'y1': 236, 'y2': 773}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003961.jpg,1600,1200,"[{'class': 'SUV', 'x1': 249, 'x2': 867, 'y1': 268, 'y2': 941}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008796.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 612, 'x2': 1153, 'y1': 225, 'y2': 736}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000084.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 535, 'x2': 921, 'y1': 200, 'y2': 615}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005157.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 912, 'x2': 1487, 'y1': 433, 'y2': 1050}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007226.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 467, 'x2': 998, 'y1': 233, 'y2': 763}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004914.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 506, 'x2': 1026, 'y1': 95, 'y2': 638}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000303.jpg,1920,1080,"[{'class': 'SUV', 'x1': 1068, 'x2': 1460, 'y1': 172, 'y2': 648}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002034.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 424, 'x2': 860, 'y1': 388, 'y2': 894}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005661.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 713, 'x2': 1362, 'y1': 377, 'y2': 1055}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002853.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 561, 'x2': 1309, 'y1': 16, 'y2': 887}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003389.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 795, 'x2': 1380, 'y1': 1, 'y2': 503}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002965.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 815, 'x2': 1359, 'y1': 208, 'y2': 901}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009392.jpg,1600,1200,"[{'class': 'Truck', 'x1': 634, 'x2': 1482, 'y1': 1, 'y2': 587}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006048.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 989, 'x2': 1554, 'y1': 212, 'y2': 731}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006506.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 513, 'x2': 1082, 'y1': 284, 'y2': 827}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000981.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 474, 'x2': 840, 'y1': 397, 'y2': 863}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004850.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 528, 'x2': 1183, 'y1': 241, 'y2': 883}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001084.jpg,1920,1080,"[{'class': 'SUV', 'x1': 1006, 'x2': 1451, 'y1': 320, 'y2': 909}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008026.jpg,1600,1200,"[{'class': 'SUV', 'x1': 636, 'x2': 1157, 'y1': 10, 'y2': 553}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006951.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 776, 'x2': 1250, 'y1': 183, 'y2': 707}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005838.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 937, 'x2': 1522, 'y1': 201, 'y2': 787}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000210.jpg,1920,1080,"[{'class': 'SUV', 'x1': 1147, 'x2': 1460, 'y1': 3, 'y2': 341}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004480.jpg,1600,1200,"[{'class': 'SUV', 'x1': 478, 'x2': 1000, 'y1': 66, 'y2': 638}]"
